text,text_clean,rating,sentiment
Barang bagus sekali...pengiriman cepat,barang bagus sekali pengiriman cepat,5,Positive
"Pesanan aman,cepat dan packing rapih",pesanan aman cepat dan packing rapih,5,Positive
Penjual yg sgt fair dan responsif,penjual yg sgt fair dan responsif,5,Positive
"Barang mantap kualitas ok, toplah",barang mantap kualitas ok toplah,5,Positive
"Barangnya normal..
Semoga awet",barangnya normal semoga awet,5,Positive
"Barangnya bagus
Kayakx z mw order lagi",barangnya bagus kayakx z mw order lagi,5,Positive
Pas sesuai ekspektasi...,pas sesuai ekspektasi,4,Positive
Paket udah diterima gan..,paket udah diterima gan,4,Positive
"barang sesuai dan cocok, terimakasih...",barang sesuai dan cocok terimakasih,4,Positive
sudah sampai sesuai pesanan,sudah sampai sesuai pesanan,5,Positive
Baterai sesuai deskripsi. Semoga awet seperti original....,baterai sesuai deskripsi semoga awet seperti original,4,Positive
"Barang sudah masuk, terima kasih",barang sudah masuk terima kasih,5,Positive
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,5,Positive
Barang sudah diterima dengan baik,barang sudah diterima dengan baik,4,Positive
Barang sesuai dan packing rapi,barang sesuai dan packing rapi,5,Positive
Pengiriman Cepat n mantap.,pengiriman cepat n mantap,5,Positive
sesuai pesanan berfungsi baik,sesuai pesanan berfungsi baik,5,Positive
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5,Positive
barang sesuai pesanan & mantap,barang sesuai pesanan mantap,5,Positive
"Pelayanan mantap, beli kemarin sore, siang ini sudah sampai, Paket dengan SiCepat cukup memuaskan, tak kalah dari jasa paket yang sudah lama.
Produk sesuai deskripsi, barang mulus paket dibungkus rapih dengan bubblewrap, juga disertakan obeng untuk bongkar pasang batre. Sudah terpasang dan sudah dicek &#34;cycle count&#34; masih &#34;0&#34;
semoga awet dan sesuai garansi.",pelayanan mantap beli kemarin sore siang ini sudah sampai paket dengan sicepat cukup memuaskan tak kalah dari jasa paket yang sudah lama produk sesuai deskripsi barang mulus paket dibungkus rapih dengan bubblewrap juga disertakan obeng untuk bongkar pasang batre sudah terpasang dan sudah dicek cycle count masih semoga awet dan sesuai garansi,5,Positive
Barang sesuai dengan keterangan !!!,barang sesuai dengan keterangan,5,Positive
Alhamdulillah  batre macbookpro saya ga gembung lg,alhamdulillah batre macbookpro saya ga gembung lg,5,Positive
Barang sesuai dengan deskripsi. Cycle countnya dari 1 dan kondisi normal. Semoga awet dan tidak cepat rusak.,barang sesuai dengan deskripsi cycle countnya dari dan kondisi normal semoga awet dan tidak cepat rusak,5,Positive
"Barang cepat sampai, sesuai pesanan! Mksih bosque🙏",barang cepat sampai sesuai pesanan mksih bosque,5,Positive
"barang telah sampai sesuai pesanan,meskipun telat,overall ok lah 
respon dr seller ketika dikasi pertanyaan juga ditanggapi",barang telah sampai sesuai pesanan meskipun telat overall ok lah respon dr seller ketika dikasi pertanyaan juga ditanggapi,5,Positive
"Respon seller baik, cepat. Barang bagus sesuai deskripsi. Semoga awet ni gan.. Recommended banget.",respon seller baik cepat barang bagus sesuai deskripsi semoga awet ni gan recommended banget,5,Positive
oke lah..........................,oke lah,4,Positive
Setelah pakai beberap waktu. Ketahanan baterai stablil dan normal.,setelah pakai beberap waktu ketahanan baterai stablil dan normal,5,Positive
Sudah diterima dengan baik.....lagi dicoba......terima kasih atas kerjasamanya......🙏,sudah diterima dengan baik lagi dicoba terima kasih atas kerjasamanya,5,Positive
"Brng sesuai , respn cepat..............................",brng sesuai respn cepat,4,Positive
Sesuai dg ekspetasi...,sesuai dg ekspetasi,4,Positive
"Barang diterima keesokan hari dengan kondisi bagus. Setelah dipasang, baterai bekerja normal. Cycle 1",barang diterima keesokan hari dengan kondisi bagus setelah dipasang baterai bekerja normal cycle,5,Positive
sesui harga.. semoga awet..,sesui harga semoga awet,4,Positive
"kualitas kurang bagus..belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma 75% saja dari original max nya,,di chat minta garansi tidak pernah di balas...maaf saya review begini karena anda pun tidak pernah respon lagi",kualitas kurang bagus belum sebulan batre nya drop hingg kapasitas tersisa yang bisa di charge cuma saja dari original max nya di chat minta garansi tidak pernah di balas maaf saya review begini karena anda pun tidak pernah respon lagi,1,Negative
"BArang sudah diterima, order pagi siang nongol. Fast respond seller.. Baterai sudah dipasang dan cek cycle count 1. Kondisi saat diterima 22%. OK..",barang sudah diterima order pagi siang nongol fast respond seller baterai sudah dipasang dan cek cycle count kondisi saat diterima ok,5,Positive
Mantap josss barangnya semoga awet recomended,mantap josss barangnya semoga awet recomended,5,Positive
berfungsi dengan baik untuk macbook a1278 early 2011,berfungsi dengan baik untuk macbook a early,5,Positive
"mantab.. proses cepat... semoga awet, belom di pasang",mantab proses cepat semoga awet belom di pasang,5,Positive
"bagus berfungsi dengan baik, kaya baru gak cepat habis",bagus berfungsi dengan baik kaya baru gak cepat habis,5,Positive
"Packing dan pengiriman oke, cycle count 0 saat pertama pasang, overall oke, semoga awet",packing dan pengiriman oke cycle count saat pertama pasang overall oke semoga awet,5,Positive
"Response bagus &amp; cepat, barang bagus, recommended seller",response bagus amp cepat barang bagus recommended seller,5,Positive
good job.............................,good job,5,Positive
"Very fast response, dibonusin obeng pula! Barang sdh dites, and so far so good... Sukses selalu, juragan!",very fast response dibonusin obeng pula barang sdh dites and so far so good sukses selalu juragan,5,Positive
"Thanks Gan. Respon dan kirim cepat. Dapet bonus obengnya pula... semoga batrenya awet. 
Sukses selalu",thanks gan respon dan kirim cepat dapet bonus obengnya pula semoga batrenya awet sukses selalu,4,Positive
Kwalitas baterai kurang bagus. Belum 1 Bulan kondisi tinggal 80%.....,kwalitas baterai kurang bagus belum bulan kondisi tinggal,2,Negative
"Kualitas produk sangat baik, cycle count masih 1
Sudah dicoba fullcharge bisa sampai 100% bisa
Dipakai buat streaming nonton bola IDN vs MAL dr 45 menit berkurang sekitar 12% (88%-76%)

Semoga awet, thanks gan",kualitas produk sangat baik cycle count masih sudah dicoba fullcharge bisa sampai bisa dipakai buat streaming nonton bola idn vs mal dr menit berkurang sekitar semoga awet thanks gan,5,Positive
Sesuai deskripsi lapak.. packingan aman.. mantep...,sesuai deskripsi lapak packingan aman mantep,4,Positive
"Respon Cepat, baterai dicas langsung jalan,",respon cepat baterai dicas langsung jalan,5,Positive
Produk cocok untuk macbook pro late 2011 A1278,produk cocok untuk macbook pro late a,5,Positive
"respon cepat, produk sesuai.....",respon cepat produk sesuai,5,Positive
Terimakasih...........................................,terimakasih,5,Positive
"Sudah dipasang, berfungsi dengan baik. Harganya sudah sesuai dengan kualitas. Terpenting adalah ini cycle countnya asli cuman 1 :D",sudah dipasang berfungsi dengan baik harganya sudah sesuai dengan kualitas terpenting adalah ini cycle countnya asli cuman d,5,Positive
"review setelah 1 minggu :
baterai ini ok .. meski turunnya lebih cepat dari baterai bawaan.  
tapi baterai tidak panas dan bekerja dengan baik sekali :)",review setelah minggu baterai ini ok meski turunnya lebih cepat dari baterai bawaan tapi baterai tidak panas dan bekerja dengan baik sekali,5,Positive
"Baterai kondisi bagus, respond dan pelayan cepat.",baterai kondisi bagus respond dan pelayan cepat,5,Positive
Produk sesuai deskripsi,produk sesuai deskripsi,5,Positive
Kondisi produk baik dan awet,kondisi produk baik dan awet,4,Positive
Barang sudah di terima... seller ny bisa di percaya rekomended bgt.....,barang sudah di terima seller ny bisa di percaya rekomended bgt,5,Positive
"Battery berfungsi dengan baik, terima kasih",battery berfungsi dengan baik terima kasih,4,Positive
Barang sudah digunakan dan berfungsi dengan baik....,barang sudah digunakan dan berfungsi dengan baik,5,Positive
barang sudah diterima dengan kondisi baik,barang sudah diterima dengan kondisi baik,5,Positive
"Barang ok, packingan rapih",barang ok packingan rapih,4,Positive
Barang sesuai pesanan.,barang sesuai pesanan,5,Positive
Produk ok gan. Sudah dipasang...,produk ok gan sudah dipasang,5,Positive
Barang sesuai dgn yg dipesan,barang sesuai dgn yg dipesan,3,Neutral
"Baterainya tidak cepat habis, tapi saat di-charge juga butuh waktu yang lebih lama dari baterai yang biasanya.",baterainya tidak cepat habis tapi saat di charge juga butuh waktu yang lebih lama dari baterai yang biasanya,3,Neutral
"packing rapih, langsung pasang. cycle count 1. bnib. mantab",packing rapih langsung pasang cycle count bnib mantab,4,Positive
"Seller response cepat, barang dikirim juga cepat. Barang sampai 3 hari setelah di pesan. 

Baterai sudah di install, bekerja dengan baik. Pertama kali di pasang kalau tidak salah ada di 60/80%, indicatornya bilang 2:30 hours remaining. Cycle: 1 (baterai bener baru). Sekarang sedang coba untuk dipakai. Semoga tidak bermasalah dan bisa tahan lama. 

Overall: Puas. =) Recommended.",seller response cepat barang dikirim juga cepat barang sampai hari setelah di pesan baterai sudah di install bekerja dengan baik pertama kali di pasang kalau tidak salah ada di indicatornya bilang hours remaining cycle baterai bener baru sekarang sedang coba untuk dipakai semoga tidak bermasalah dan bisa tahan lama overall puas recommended,4,Positive
barang cepat sampai....,barang cepat sampai,5,Positive
"sesuai deskripsi, baterai dicas penuh tahan 4 sd 6 jam,",sesuai deskripsi baterai dicas penuh tahan sd jam,5,Positive
Terima kasih.. barang sudah di terima dengan kondisi baik.. langsung colok ON macbook anne.,terima kasih barang sudah di terima dengan kondisi baik langsung colok on macbook anne,5,Positive
"Sip Gan, barang sudah diterima dengan baik, udah saya pasang juga dan berfungsi baik, indicator cycles-nya masih 1 yang berarti emang bener-bener baru. Meski sayang ngirimnya agak lama dari pemesanan ya, he he he. Tapi nggak apa, barang bagus dan OK kok. Recommended seller pokoknya!",sip gan barang sudah diterima dengan baik udah saya pasang juga dan berfungsi baik indicator cycles nya masih yang berarti emang bener bener baru meski sayang ngirimnya agak lama dari pemesanan ya he he he tapi nggak apa barang bagus dan ok kok recommended seller pokoknya,5,Positive
"Ternyata baru sebulan pakai, baterainya rusak sudah tidak terbaca di macbook. Sebelumnya juga sering banget ngedrop jauh",ternyata baru sebulan pakai baterainya rusak sudah tidak terbaca di macbook sebelumnya juga sering banget ngedrop jauh,1,Negative
"Produk baru, dan langsung pakai.",produk baru dan langsung pakai,5,Positive
"Sesuai pesanan..fast respon,barang oke",sesuai pesanan fast respon barang oke,5,Positive
"Barang sangat oke, hnya tidak sesuai gamnar, digambar ada lampu dekat konektornya. Yang diterima tidak atau polos saja. Tapi its oke, barang bagus, smoga awet..",barang sangat oke hnya tidak sesuai gamnar digambar ada lampu dekat konektornya yang diterima tidak atau polos saja tapi its oke barang bagus smoga awet,5,Positive
Barangnya sudah sampai gan terimakasih,barangnya sudah sampai gan terimakasih,4,Positive
Chargernya udh nyampe gan.. Sdh dicoba dan berfungsi dengan baik.. Thanks gan.. 👍 👍,chargernya udh nyampe gan sdh dicoba dan berfungsi dengan baik thanks gan,5,Positive
"Trimakasih, semoga sukses selalu...............",trimakasih semoga sukses selalu,5,Positive
Kabel kurang panjang. No.  Problem lah semoga awet,kabel kurang panjang no problem lah semoga awet,4,Positive
"Fast respon, good respon...thx",fast respon good respon thx,5,Positive
Barang sudah sampai god seller fast respons,barang sudah sampai god seller fast respons,5,Positive
"barang oke, pengiriman cepat",barang oke pengiriman cepat,3,Neutral
"Sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak, foto nomor 1 adalah barang pajangan sedang foto  nomor 2 barang yang saya terima, mohon maaf atas ketidak nyamanan dgn ulasan ini,  semoga kedepannya bisa menjadi lebih baik, dan menjadi pelajaran bagi kita semua",sangat mengecewakan barang yang di terima tidak sesuai dengan foto yang dipajang dilapak foto nomor adalah barang pajangan sedang foto nomor barang yang saya terima mohon maaf atas ketidak nyamanan dgn ulasan ini semoga kedepannya bisa menjadi lebih baik dan menjadi pelajaran bagi kita semua,1,Negative
Barang sesuai pesanan,barang sesuai pesanan,5,Positive
"Respon cepat dan pengiriman cepar. Lapak recommended, packing sangat aman barang sesuai dengan yang di harapkan.  Semoga awet",respon cepat dan pengiriman cepar lapak recommended packing sangat aman barang sesuai dengan yang di harapkan semoga awet,5,Positive
terimkasih gan .....................................................,terimkasih gan,5,Positive
Kualitas mantap terbaik pesanan cepat dan sukses selalu,kualitas mantap terbaik pesanan cepat dan sukses selalu,5,Positive
"Packing aman, pelayanan tepat waktu, soal kualias jangan diragukan lagi thanks gan",packing aman pelayanan tepat waktu soal kualias jangan diragukan lagi thanks gan,5,Positive
"barang sesuai pesanan, packing oke, pengiriman cepat",barang sesuai pesanan packing oke pengiriman cepat,5,Positive
Seller oke+barang oke. Hanya saja kecewa di Jasa Ekspedisi Tiki ONS yang seharusnya sampe 1 hari ini malah lebih . Thank you,seller oke barang oke hanya saja kecewa di jasa ekspedisi tiki ons yang seharusnya sampe hari ini malah lebih thank you,5,Positive
Bagusssssssssssssssss dan berfungsi normal.,bagusssssssssssssssss dan berfungsi normal,4,Positive
"Puas bgt, seller fast respon, barang jg ok",puas bgt seller fast respon barang jg ok,5,Positive
MANTUL produk &amp; packing nya. Recommended!,mantul produk amp packing nya recommended,5,Positive
"Pengiriman cepat, packing rapi",pengiriman cepat packing rapi,5,Positive
Barang bagus cepat sampai,barang bagus cepat sampai,5,Positive
Terimakasih barang sudah sampai,terimakasih barang sudah sampai,5,Positive
packing rapih respon cepat tepat waktu sampai barang...,packing rapih respon cepat tepat waktu sampai barang,5,Positive
Cepet nganter barangnya,cepet nganter barangnya,4,Positive
barang ok cpt sampe thanks,barang ok cpt sampe thanks,5,Positive
"Terima kasih, paket diterima dengan baik, memuaskan,",terima kasih paket diterima dengan baik memuaskan,5,Positive
Barang sudah sampai..aman terkendali..mudah-mudahan awet,barang sudah sampai aman terkendali mudah mudahan awet,5,Positive
paket udah sampe barusan thanxs gan. semoga awet.,paket udah sampe barusan thanxs gan semoga awet,5,Positive
"Bagus, responsif good seller",bagus responsif good seller,5,Positive
Barangnya sudah sampai gan terimakasih,barangnya sudah sampai gan terimakasih,4,Positive
barang kondisi baru dan baik packingnya. namun belum di test.,barang kondisi baru dan baik packingnya namun belum di test,5,Positive
Thanks barangnya bagus,thanks barangnya bagus,5,Positive
Bagus____________________________,bagus,5,Positive
"Barang bagus, cepat sampai, recommended!",barang bagus cepat sampai recommended,4,Positive
terima kasih...................................,terima kasih,5,Positive
Barang sesui dan bagus,barang sesui dan bagus,5,Positive
mantep mas makasi ...........,mantep mas makasi,5,Positive
"Packingan rapih dan fast respon ..
Semoga tambah sukses gan ..",packingan rapih dan fast respon semoga tambah sukses gan,5,Positive
"sangat bagus, recommeded",sangat bagus recommeded,5,Positive
Mantab nih...!!! Recseller,mantab nih recseller,4,Positive
"barang bisa dipakai, kita lihat keawetannya",barang bisa dipakai kita lihat keawetannya,4,Positive
produk sampai sesuai dengan pesanan.. packaging rapi..,produk sampai sesuai dengan pesanan packaging rapi,5,Positive
terimakasih ka..............,terimakasih ka,4,Positive
Barang sesuai pesanan kondisi good,barang sesuai pesanan kondisi good,4,Positive
"Barang bagus, cepat sampai, recommended!",barang bagus cepat sampai recommended,5,Positive
pemesanan diproses secepat kilat,pemesanan diproses secepat kilat,5,Positive
pemesanan diproses secwpat kilat,pemesanan diproses secwpat kilat,5,Positive
terimakasih. barangnya bagus.,terimakasih barangnya bagus,5,Positive
fast respons. pengiriman nya juga cepet makasih yahh,fast respons pengiriman nya juga cepet makasih yahh,5,Positive
"Barang sudah diterima di test bagus, terima kasih",barang sudah diterima di test bagus terima kasih,4,Positive
"diterima dengan baik, kualitas bagus, semoga langgeng",diterima dengan baik kualitas bagus semoga langgeng,4,Positive
t.o.p barang & proses cepat,t o p barang proses cepat,4,Positive
"untuk kseluruhan mantap,.
barang bagus, pengiriman cepat,...",untuk kseluruhan mantap barang bagus pengiriman cepat,5,Positive
Pesanan sudah diterima dengan baik. Seller responsif dan pengirimannya juga cepat.,pesanan sudah diterima dengan baik seller responsif dan pengirimannya juga cepat,4,Positive
"Barang mendarat dengan selamat.
Pengiriman cepat.
Barang Ok.
Thanks....",barang mendarat dengan selamat pengiriman cepat barang ok thanks,5,Positive
sorry baru update baru di info Satpam,sorry baru update baru di info satpam,5,Positive
Bintang 5 deh untuk toko ini...,bintang deh untuk toko ini,5,Positive
Barang oke..sesuai pesanan....,barang oke sesuai pesanan,5,Positive
Barang sudah diterima dengan baik dan benar,barang sudah diterima dengan baik dan benar,5,Positive
good response.............,good response,5,Positive
Mantul gan sekali pasang langsung joos. Sukses terus ya gan buat tokonya.,mantul gan sekali pasang langsung joos sukses terus ya gan buat tokonya,5,Positive
belum dicoba mudah mudahan lancar,belum dicoba mudah mudahan lancar,5,Positive
Bintang 5 deh untuk toko ini...,bintang deh untuk toko ini,5,Positive
Barang oke..sesuai pesanan....,barang oke sesuai pesanan,5,Positive
dapat yg tidak ada kakinya......,dapat yg tidak ada kakinya,3,Neutral
Barang sudah diterima dengan baik dan benar,barang sudah diterima dengan baik dan benar,5,Positive
kiriman sudah sampai dan diterima,kiriman sudah sampai dan diterima,4,Positive
Thanks......................,thanks,4,Positive
"Penjual super cepat melayani respon pembelian, paking super aman, barang 100% sesuai dengan postingan. Saya puas 100%",penjual super cepat melayani respon pembelian paking super aman barang sesuai dengan postingan saya puas,5,Positive
Recomeded seller.... produk sesuai,recomeded seller produk sesuai,4,Positive
Respon Chat Cepat. Packing Baik. Belum di Test,respon chat cepat packing baik belum di test,5,Positive
Fast respon  terimakasih,fast respon terimakasih,3,Neutral
Sesuai produk yg di foto,sesuai produk yg di foto,5,Positive
pengiriman cepat.......,pengiriman cepat,4,Positive
makasih gan.. baterai cocok oke gan,makasih gan baterai cocok oke gan,5,Positive
'.................      ........,,5,Positive
"hdd sudah pernah dipakai kurang lebih 3 tahun, padahal di deskripsi ditulis baru.",hdd sudah pernah dipakai kurang lebih tahun padahal di deskripsi ditulis baru,1,Negative
"Terima kasih paket sudah sampai dgn baik , pacing sanngat rapi",terima kasih paket sudah sampai dgn baik pacing sanngat rapi,5,Positive
"Bagus barangnya, semoga kedepannya makin lancar",bagus barangnya semoga kedepannya makin lancar,5,Positive
"Order bareng charger laptop, tapi yang dikirim cuma charger saja, Hardisk tidak dikirim tanpa konfirmasi sebelumnya, harusnya kalau stok kosong di infokan dong, biar bisa nyari ditempat lain jadi gak rugi waktu. untung dana bisa kembali lagi. Trima kasih tokopedia. Buat seller lain kali yang teliti ya.",order bareng charger laptop tapi yang dikirim cuma charger saja hardisk tidak dikirim tanpa konfirmasi sebelumnya harusnya kalau stok kosong di infokan dong biar bisa nyari ditempat lain jadi gak rugi waktu untung dana bisa kembali lagi trima kasih tokopedia buat seller lain kali yang teliti ya,2,Negative
barang mantaap. makasih gan,barang mantaap makasih gan,5,Positive
barang sesuai descripsi dan paking rapi,barang sesuai descripsi dan paking rapi,4,Positive
kiriman sudah sampai dan diterima,kiriman sudah sampai dan diterima,4,Positive
"Ok trimksih gan...,, hardisk sudah dipasang",ok trimksih gan hardisk sudah dipasang,5,Positive
Paket sudah diterima gan..,paket sudah diterima gan,4,Positive
Seller ramah ditanya2 dulu dan pengiriman cepat. Makasih.,seller ramah ditanya dulu dan pengiriman cepat makasih,5,Positive
Barang mantaap makasih gan.,barang mantaap makasih gan,5,Positive
"Sesuai pesanan barang original ,barang bagus harga murah packingan bagus . Ga salah toko sy langganan disini mantullll boss",sesuai pesanan barang original barang bagus harga murah packingan bagus ga salah toko sy langganan disini mantullll boss,5,Positive
Barang sesuai deskripsi. Makasih.,barang sesuai deskripsi makasih,5,Positive
"Sesuai Pesanan
Recommended Seller....",sesuai pesanan recommended seller,5,Positive
barang mantaap makasih gan,barang mantaap makasih gan,5,Positive
"Packing oke, barang 100% tanpa cacat, sukses selalu gan",packing oke barang tanpa cacat sukses selalu gan,5,Positive
paket sudah diterima gan.....,paket sudah diterima gan,4,Positive
Barang sesuai pesanan makasih gan.,barang sesuai pesanan makasih gan,5,Positive
Terimakasih pelayannnya.,terimakasih pelayannnya,4,Positive
Paket sudah diterima gan...,paket sudah diterima gan,4,Positive
barang bagus.. wharbisyah..,barang bagus wharbisyah,5,Positive
"Respon cepat, packing bagus",respon cepat packing bagus,5,Positive
Thanks gan barang sdh sampai dg aman,thanks gan barang sdh sampai dg aman,5,Positive
"Semoga awet batt nya

Barang sesuai rekomendasi. Bagus",semoga awet batt nya barang sesuai rekomendasi bagus,5,Positive
Berfungsi.....makasihhh,berfungsi makasihhh,5,Positive
"Produk aman dan lancar jaya, sippp lahhh",produk aman dan lancar jaya sippp lahhh,5,Positive
jossssssssssssssssssss,jossssssssssssssssssss,5,Positive
packing sangat aman bagus. respon cepat. dan ketika barang tidak berfungsi direturkan dengan cepat. servis bintang 5 juga. terima kasih gan,packing sangat aman bagus respon cepat dan ketika barang tidak berfungsi direturkan dengan cepat servis bintang juga terima kasih gan,5,Positive
bagus ..........................................................,bagus,5,Positive
SUWUUUUUUUUUUUUNNNNNN,suwuuuuuuuuuuuunnnnnn,5,Positive
mantab lah gannnnnnnnnnnnnnnnnnnnn,mantab lah gannnnnnnnnnnnnnnnnnnnn,5,Positive
ok banget barangnya. Barang diterima on-time.,ok banget barangnya barang diterima on time,4,Positive
Barang sesuai deskripsi seller toppp,barang sesuai deskripsi seller toppp,5,Positive
"Walau sedikit lama, barang oke sekali",walau sedikit lama barang oke sekali,4,Positive
Brg bagus. Ori. Moga awet deh,brg bagus ori moga awet deh,5,Positive
"Nice, barang sesuai gambar &amp; pengiriman cepat",nice barang sesuai gambar amp pengiriman cepat,5,Positive
"Toko ini luar biasa keren kalo buat saya, bisa return barang, bahkan sampe dikirim balik dan uang pengiriman ditanggung tokonya.
2 jempol buat toko ini",toko ini luar biasa keren kalo buat saya bisa return barang bahkan sampe dikirim balik dan uang pengiriman ditanggung tokonya jempol buat toko ini,5,Positive
Pesanan sudah tiba. Berfungsi dg baik.,pesanan sudah tiba berfungsi dg baik,5,Positive
"Produk sesuai. Mantap. Pelayanan oke, proses cepat. Sukses gan",produk sesuai mantap pelayanan oke proses cepat sukses gan,5,Positive
"Packing ok, tapi gak terpakai karena ternyata meskipun judul lapak ada ""7567"" (laptop saya dell inspiron 7567), watt-nya 90 watt, kurang banyak dari 130 watt",packing ok tapi gak terpakai karena ternyata meskipun judul lapak ada laptop saya dell inspiron watt nya watt kurang banyak dari watt,5,Positive
"respon cepat, pengiriman cepat dan charger berfungsi dengan baik",respon cepat pengiriman cepat dan charger berfungsi dengan baik,5,Positive
Cepat dan sesuai dengan spesifikasi. Thanks,cepat dan sesuai dengan spesifikasi thanks,5,Positive
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,5,Positive
sesuai dengan deskripsi.,sesuai dengan deskripsi,5,Positive
Sampai dengan bagus. Dan sesuai dengan di gambar.,sampai dengan bagus dan sesuai dengan di gambar,5,Positive
"Respon sangat cepat, berfungsi sebagaimana mestinya.",respon sangat cepat berfungsi sebagaimana mestinya,5,Positive
"Produk sesuai permintaan, pengiriman ceoat, fast respond, recommended seller!",produk sesuai permintaan pengiriman ceoat fast respond recommended seller,5,Positive
"Packing dan barang oke,
Hasil testing juga muantap..
Terimakasih",packing dan barang oke hasil testing juga muantap terimakasih,5,Positive
Fast response seller was helpful,fast response seller was helpful,5,Positive
"Produk bagus, pelayan juga ok. Saran saja dusnya di bungkus plastik yg rapat jd lebih aman kalau hujan. Thx",produk bagus pelayan juga ok saran saja dusnya di bungkus plastik yg rapat jd lebih aman kalau hujan thx,5,Positive
Barang sesuai dg pesanan,barang sesuai dg pesanan,5,Positive
"Berfungsi dengan baik, sesuai dengan deskripsi produk, semoga awet deh charger nya",berfungsi dengan baik sesuai dengan deskripsi produk semoga awet deh charger nya,5,Positive
ntaaaaapppsssssssssssssssssssss,ntaaaaapppsssssssssssssssssssss,5,Positive
Gooooooooooooooooooooddddddddddddd,gooooooooooooooooooooddddddddddddd,5,Positive
Respon seller cepat produk bagus,respon seller cepat produk bagus,5,Positive
barang sdh diterima dan cocok utk laptop nya terima kasih,barang sdh diterima dan cocok utk laptop nya terima kasih,5,Positive
Bagus bagus meski pengiriman agak telat,bagus bagus meski pengiriman agak telat,5,Positive
Barang cocok seperti di foto,barang cocok seperti di foto,5,Positive
Sudah sampai barangnya agak berisik tp mantap lah.. Sesuai yg difoto,sudah sampai barangnya agak berisik tp mantap lah sesuai yg difoto,5,Positive
"Pengiriman cepat. Sabtu pesan, hari minggu sore sudah sampai batam. Barang berfungsi dengan baik, hanya tidak compact tapi tidak masalah.",pengiriman cepat sabtu pesan hari minggu sore sudah sampai batam barang berfungsi dengan baik hanya tidak compact tapi tidak masalah,5,Positive
"Fast respond, Barang sama persis dengan charger untuk type lainnya tapi harga beda",fast respond barang sama persis dengan charger untuk type lainnya tapi harga beda,5,Positive
Chargernya oke. Nggak ada masalah sih. Sip dah.,chargernya oke nggak ada masalah sih sip dah,5,Positive
"Barang berfungsi dengan baik , pengirimannya juga sangat cepat",barang berfungsi dengan baik pengirimannya juga sangat cepat,5,Positive
"Barang sudah sampai, seller nya sangat membantu banget untuk recommend type produk apa yang sesuai.

Tapi sayang nya charger mengeluarkan arus AC yg ngebuat laptop ane jadi nyetrum, ane sdh yakin bkn grounding listrik ane yg cacat, karena sdh coba pindah2 tempat dan pakai multitester hasil pun sama. 

Ane rasa ada cacat pd produk nya, cuma ya sudah lah namanya barang murmer hehe.",barang sudah sampai seller nya sangat membantu banget untuk recommend type produk apa yang sesuai tapi sayang nya charger mengeluarkan arus ac yg ngebuat laptop ane jadi nyetrum ane sdh yakin bkn grounding listrik ane yg cacat karena sdh coba pindah tempat dan pakai multitester hasil pun sama ane rasa ada cacat pd produk nya cuma ya sudah lah namanya barang murmer hehe,4,Positive
"cepet banget sampainya..,barang sesuai deskripsi",cepet banget sampainya barang sesuai deskripsi,5,Positive
Produk sudah sampai dengan selamat. Packing aman dan pelayanan cepat. Charger di banding yg asli bawaan laptopnya sedikit berbeda but work just fine. Thanks,produk sudah sampai dengan selamat packing aman dan pelayanan cepat charger di banding yg asli bawaan laptopnya sedikit berbeda but work just fine thanks,4,Positive
"seller responsif, pengiriman cepat, dan barang sesuai deskripsi",seller responsif pengiriman cepat dan barang sesuai deskripsi,4,Positive
"Barang dikirim dengan cepat dan selamat, selain itu berfungsi dengan baik.",barang dikirim dengan cepat dan selamat selain itu berfungsi dengan baik,5,Positive
"Sangat Baik.. Respon penjual baik,packing sangat baik,barang berfungsi dengan baik.. Rekomended Seller..",sangat baik respon penjual baik packing sangat baik barang berfungsi dengan baik rekomended seller,5,Positive
"Kesesuaian dengan deskripsi
Cth: Ukuran dan warna sesuai dengan foto.
•	
Fungsionalitas Produk
Cth: Produk bekerja dengan baik &amp; kuat
•	
Keinginan merekomendasikan produk ini kepada teman
Cth: Barang bagus, cepat sampai, recommended!",kesesuaian dengan deskripsi cth ukuran dan warna sesuai dengan foto fungsionalitas produk cth produk bekerja dengan baik amp kuat keinginan merekomendasikan produk ini kepada teman cth barang bagus cepat sampai recommended,4,Positive
"Mantap!! Barang bagus,packing rapih",mantap barang bagus packing rapih,5,Positive
Agak gimana Produk datang tepat waktu terimakasih,agak gimana produk datang tepat waktu terimakasih,5,Positive
Kenapa foto dan barang yg datang beda.. sedikit kecewa.. walau pun ttp bisa digunakan.,kenapa foto dan barang yg datang beda sedikit kecewa walau pun ttp bisa digunakan,3,Neutral
"Barang bagus, sesuai sm kebutuhan",barang bagus sesuai sm kebutuhan,5,Positive
Seller ramah dan melayani pembeli dengan baik,seller ramah dan melayani pembeli dengan baik,5,Positive
